Student_ID,Age,Gender,Study_Hours,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Productivity_Score,Cognitive_Test_Score,Stress_Level,Device_Type
1407,18,Female,2.45,5.94,3.95,7.31,75.0,94.0,Medium,Laptop
1408,23,Male,4.85,6.07,3.97,8.27,90.0,92.0,Medium,Mobile
1409,20,Female,5.2,1.56,0.72,7.61,96.0,100.0,Low,Mobile
1410,20,Male,4.03,3.66,2.15,8.03,97.0,100.0,Low,Mobile
1411,22,Male,3.64,3.81,1.61,8.3,93.0,100.0,Low,Tablet
1412,21,Female,4.2,,4.97,7.32,75.0,94.0,High,Mobile
1413,21,Male,5.79,7.74,3.5,6.4,80.0,78.0,High,Laptop
1414,24,Female,3.81,6.65,2.8,6.0,82.0,92.0,Medium,Tablet
1415,20,Male,4.71,7.65,3.98,4.9,84.0,84.0,High,Tablet
1416,22,Female,4.48,5.67,3.25,6.86,88.0,86.0,Medium,Laptop
1417,21,Male,2.23,8.4,5.51,7.46,77.0,86.0,High,Laptop
1418,21,Male,5.38,6.02,4.17,6.1,91.0,94.0,Medium,Mobile
1419,23,Male,3.15,6.12,3.25,7.54,91.0,89.0,Medium,Mobile
1420,21,Male,4.68,5.47,2.29,6.35,100.0,89.0,Medium,Laptop
1421,21,Male,3.68,7.37,4.6,6.81,81.0,89.0,High,Mobile
1422,22,Male,5.82,5.16,2.94,7.73,91.0,97.0,Medium,Mobile
1423,20,Male,2.65,7.95,4.25,6.08,72.0,85.0,High,Laptop
1424,19,Male,5.65,3.74,1.84,7.59,100.0,100.0,Low,Mobile
1425,19,Female,4.15,3.8,2.09,7.11,89.0,100.0,Low,Laptop
1426,18,Female,3.48,7.37,3.7,7.29,84.0,88.0,High,Laptop
1427,24,Male,0.5,5.82,3.65,7.22,88.0,85.0,Medium,Mobile
1428,19,Female,7.28,5.09,2.87,7.23,100.0,98.0,Medium,Mobile
1429,20,Female,4.63,7.78,5.16,7.89,89.0,90.0,High,Mobile
1430,20,Male,3.94,4.79,2.7,7.77,89.0,100.0,Medium,Tablet
1431,21,Female,3.27,5.6,2.64,6.53,91.0,89.0,Medium,Mobile
1432,22,Male,3.07,8.8,5.77,6.37,72.0,77.0,High,Mobile
1433,22,Male,4.44,9.08,5.15,6.32,69.0,76.0,High,Laptop
1434,20,Male,1.29,9.14,4.22,6.44,73.0,85.0,High,Mobile
1435,20,Female,4.5,5.44,3.19,9.0,89.0,95.0,Medium,Mobile
1436,21,Female,5.89,8.46,4.29,6.8,81.0,77.0,High,Mobile
1437,20,Male,3.71,4.1,2.68,5.75,99.0,92.0,Medium,Mobile
1438,23,Male,5.14,4.19,2.25,6.93,92.0,94.0,Medium,Mobile
1439,21,Female,8.55,1.3,0.8,6.39,100.0,100.0,Low,Laptop
1440,22,Male,4.25,9.35,4.01,6.07,77.0,78.0,High,Mobile
1441,21,Male,5.17,4.27,2.22,5.76,88.0,89.0,Medium,Mobile
1442,22,Female,5.18,5.75,4.0,6.35,90.0,89.0,Medium,Mobile
1443,21,Female,4.56,4.18,2.69,6.15,92.0,100.0,Medium,Mobile
1444,19,Female,5.64,7.39,3.31,7.03,81.0,89.0,High,Tablet
1445,21,Female,4.25,5.25,2.54,7.15,95.0,89.0,Medium,Mobile
1446,20,Female,2.93,3.39,1.69,7.76,89.0,99.0,Low,Tablet
1447,20,Male,3.77,6.88,4.09,6.74,86.0,87.0,Medium,Mobile
1448,21,Male,4.2,3.13,1.96,6.46,100.0,100.0,Low,Laptop
1449,22,Male,4.66,4.33,2.71,7.74,98.0,93.0,Medium,Mobile
1450,21,Female,5.45,1.79,0.99,9.0,100.0,100.0,Low,Mobile
1451,21,Female,6.79,3.15,2.03,7.9,100.0,96.0,Low,Mobile
1452,23,Male,5.23,6.36,3.38,6.59,89.0,83.0,Medium,Laptop
1453,21,Female,5.99,2.07,0.9,6.64,100.0,100.0,Low,Mobile
1454,24,Male,5.38,3.04,1.73,6.87,100.0,100.0,Low,Mobile
1455,21,Male,3.23,6.0,4.11,7.36,87.0,92.0,Medium,Laptop
1456,18,Female,2.21,4.91,3.13,8.08,89.0,96.0,Medium,Mobile
1457,22,Male,3.44,9.98,5.72,6.41,70.0,72.0,High,Mobile
1458,21,Female,4.35,9.67,5.74,6.91,72.0,75.0,High,Laptop
1459,22,Male,4.89,4.26,2.89,7.91,96.0,96.0,Medium,Mobile
1460,22,Female,3.53,7.11,3.76,7.18,84.0,94.0,High,Laptop
1461,20,Female,4.61,7.5,3.75,6.17,80.0,92.0,High,Mobile
1462,19,Male,4.76,4.81,3.33,7.38,96.0,94.0,Medium,Mobile
1463,20,Female,7.42,3.01,1.98,6.92,100.0,96.0,Low,Mobile
1464,19,Male,5.99,5.98,2.97,7.02,100.0,91.0,Medium,Tablet
1465,20,Male,5.76,5.65,3.05,7.33,90.0,85.0,Medium,Laptop
1466,21,Male,5.67,5.13,2.69,8.52,96.0,100.0,Medium,Tablet
1467,23,Female,2.69,6.88,3.06,5.78,79.0,91.0,Medium,Mobile
1468,21,Male,5.75,4.5,3.09,7.69,94.0,100.0,Medium,Laptop
1469,19,Male,5.64,3.7,1.93,8.64,100.0,100.0,Low,Mobile
1470,21,Male,5.16,6.22,4.12,7.56,97.0,89.0,Medium,Mobile
1471,22,Male,4.86,6.77,3.09,7.51,87.0,91.0,Medium,Laptop
1472,20,Female,5.75,3.65,2.06,7.94,100.0,100.0,Low,Mobile
1473,20,Male,7.18,7.86,3.2,7.67,91.0,83.0,High,Mobile
1474,21,Male,5.47,2.46,1.55,6.84,99.0,100.0,Low,Mobile
1475,19,Male,5.97,4.84,2.78,6.12,100.0,97.0,Medium,Laptop
1476,21,Male,4.09,5.48,3.22,7.1,85.0,99.0,Medium,Mobile
1477,20,Female,5.83,4.73,1.97,5.53,95.0,91.0,Medium,Mobile
1478,21,Male,5.97,4.87,2.26,8.21,96.0,96.0,Medium,Tablet
1479,19,Female,3.82,9.74,4.11,7.23,89.0,73.0,High,Mobile
1480,20,Male,7.01,4.3,2.09,6.99,97.0,92.0,Medium,Mobile
1481,22,Male,1.97,10.88,6.4,5.73,68.0,68.0,Very High,Laptop
1482,20,Female,3.65,6.87,3.91,6.77,86.0,87.0,Medium,Laptop
1483,23,Male,4.7,6.18,3.61,7.01,90.0,94.0,Medium,Mobile
1484,20,Female,5.27,6.95,3.93,6.91,86.0,87.0,Medium,Laptop
1485,21,Female,3.2,11.06,5.33,6.43,62.0,72.0,Very High,Mobile
1486,22,Male,6.64,4.01,1.9,7.26,99.0,95.0,Medium,Mobile
1487,18,Male,4.38,3.76,1.66,8.2,94.0,100.0,Low,Mobile
1488,18,Female,3.58,4.49,2.94,7.66,,95.0,Medium,Mobile
1489,18,Male,4.85,6.06,3.54,6.5,88.0,94.0,Medium,Mobile
1490,22,Male,5.44,2.55,1.16,8.76,100.0,100.0,Low,Tablet
1491,20,Male,5.14,6.04,2.74,5.91,95.0,93.0,Medium,Laptop
1492,24,Male,3.45,9.39,6.22,6.25,68.0,79.0,High,Tablet
1493,20,Female,4.0,6.3,3.92,7.71,83.0,96.0,Medium,Laptop
1494,21,Male,4.59,5.41,3.23,6.54,89.0,94.0,Medium,Mobile
1495,23,Male,4.91,4.76,2.49,7.5,98.0,92.0,Medium,Mobile
1496,24,Female,3.59,7.8,3.73,7.07,75.0,90.0,High,Tablet
1497,24,Male,4.75,4.35,3.02,6.64,100.0,97.0,Medium,Laptop
1498,22,Male,2.91,9.69,6.19,6.2,65.0,78.0,High,Tablet
1499,22,Female,4.37,9.87,4.84,6.1,75.0,77.0,High,Mobile
1500,21,Male,4.58,6.51,4.26,6.46,79.0,90.0,Medium,Mobile
1501,22,Female,7.21,5.98,3.75,8.85,100.0,92.0,Medium,Mobile
1502,20,Female,4.07,8.06,3.94,5.98,71.0,80.0,High,Mobile
1503,19,Male,3.18,8.19,4.32,7.37,79.0,81.0,High,Mobile
1504,20,Female,8.19,4.39,2.0,7.01,100.0,96.0,Medium,Mobile
1505,20,Male,5.31,4.95,2.14,6.34,95.0,95.0,Medium,Laptop
1506,20,Male,6.48,3.36,2.07,7.61,100.0,100.0,Low,Mobile
1507,22,Female,4.96,6.82,3.28,7.36,88.0,88.0,Medium,Mobile
1508,22,Female,4.85,7.33,4.74,7.47,89.0,89.0,High,Laptop
1509,21,Male,5.95,3.3,2.31,8.79,100.0,100.0,Low,Mobile
1510,23,Female,3.45,5.09,2.15,9.0,88.0,100.0,Medium,Mobile
1511,19,Female,5.75,3.31,1.79,7.74,100.0,100.0,Low,Mobile
1512,20,Female,3.45,4.2,2.69,6.83,97.0,95.0,Medium,Laptop
1513,19,Male,3.96,7.1,4.52,7.14,90.0,94.0,High,Mobile
1514,18,Male,4.07,4.53,2.84,7.08,97.0,94.0,Medium,Tablet
1515,20,Male,5.11,5.4,2.73,7.86,87.0,92.0,Medium,Mobile
1516,20,Female,5.88,2.75,1.47,6.61,100.0,100.0,Low,Mobile
1517,23,Male,4.97,6.37,3.68,8.82,93.0,86.0,Medium,Mobile
1518,21,Female,4.87,5.91,4.09,7.7,90.0,93.0,Medium,Mobile
1519,19,Male,4.21,4.54,2.26,5.94,96.0,100.0,Medium,Mobile
1520,23,Male,4.3,5.62,3.8,6.51,79.0,92.0,Medium,Laptop
1521,22,Male,5.5,6.36,3.06,7.58,92.0,91.0,Medium,Mobile
1522,21,Female,6.27,4.37,3.04,8.27,100.0,97.0,Medium,Laptop
1523,20,Male,4.01,3.05,1.83,6.57,95.0,100.0,Low,Laptop
1524,19,Female,1.58,9.61,5.18,6.85,62.0,84.0,High,Laptop
1525,20,Male,4.01,4.73,2.76,5.7,92.0,97.0,Medium,Mobile
1526,22,Male,5.81,5.81,2.8,6.97,95.0,94.0,Medium,Tablet
1527,23,Male,5.35,8.02,3.87,7.49,74.0,88.0,High,Mobile
1528,23,Male,1.27,13.06,5.67,5.15,52.0,71.0,Very High,Mobile
1529,20,Male,5.62,3.51,1.52,6.29,100.0,100.0,Low,Laptop
1530,19,Male,6.43,6.9,3.48,6.94,95.0,86.0,Medium,Mobile
1531,21,Male,5.42,4.58,2.88,6.8,100.0,88.0,Medium,Laptop
1532,18,Male,6.53,4.92,2.87,7.72,96.0,93.0,Medium,Mobile
1533,21,Female,6.13,4.56,1.96,6.58,100.0,89.0,Medium,Mobile
1534,20,Female,4.08,3.75,2.46,6.83,97.0,94.0,Low,Mobile
1535,20,Male,4.3,5.92,3.44,5.4,90.0,85.0,Medium,Mobile
1536,18,Female,5.43,3.05,2.1,7.73,93.0,100.0,Low,Mobile
1537,21,Female,4.06,7.89,4.74,6.49,90.0,84.0,High,Mobile
1538,20,Male,5.57,6.11,2.77,6.03,97.0,90.0,Medium,Laptop
1539,19,Female,4.74,6.84,3.71,6.99,88.0,89.0,Medium,Laptop
1540,18,Female,1.26,5.07,3.01,8.01,84.0,96.0,Medium,Laptop
1541,20,Male,3.14,5.27,2.15,6.97,91.0,90.0,Medium,Laptop
1542,23,Male,1.7,6.58,2.66,7.1,79.0,88.0,Medium,Mobile
1543,23,Female,5.41,3.67,1.61,7.68,100.0,100.0,Low,Laptop
1544,20,Female,5.0,5.28,2.51,6.18,92.0,91.0,Medium,Mobile
1545,20,Male,5.36,4.28,2.26,8.99,100.0,98.0,Medium,Mobile
1546,21,Male,3.88,4.22,2.31,6.98,95.0,94.0,Medium,Laptop
1547,19,Male,6.57,1.78,0.79,8.37,100.0,100.0,Low,Mobile
1548,21,Female,4.56,,5.23,7.08,74.0,87.0,High,Laptop
1549,22,Female,3.4,4.63,2.68,7.16,83.0,91.0,Medium,Mobile
1550,22,Female,2.04,8.33,4.07,7.02,74.0,84.0,High,Mobile
1551,20,Male,3.86,8.14,3.29,6.77,72.0,86.0,High,Mobile
1552,20,Female,7.42,3.43,1.45,6.38,100.0,99.0,Low,Mobile
1553,19,Female,7.19,3.82,1.98,7.17,100.0,99.0,Low,Laptop
1554,19,Male,3.64,11.12,4.96,5.49,58.0,70.0,Very High,Tablet
1555,20,Male,2.57,9.5,4.87,5.93,67.0,83.0,High,Mobile
1556,21,Female,5.58,5.94,3.5,5.97,93.0,89.0,Medium,Mobile
1557,22,Female,3.8,6.51,3.67,7.8,82.0,90.0,Medium,Mobile
1558,19,Male,3.96,4.74,2.22,8.53,92.0,96.0,Medium,Laptop
1559,23,Female,1.67,6.86,3.45,7.61,78.0,89.0,Medium,Mobile
1560,20,Male,5.05,4.57,2.67,8.3,100.0,96.0,Medium,Tablet
1561,20,Female,4.96,1.94,1.28,7.54,100.0,100.0,Low,Laptop
1562,19,Female,5.41,3.36,2.1,7.02,100.0,100.0,Low,Laptop
1563,18,Male,1.73,6.04,3.42,6.37,82.0,80.0,Medium,Mobile
1564,22,Female,5.38,3.74,1.9,7.97,97.0,100.0,Low,Laptop
1565,22,Female,1.62,5.87,2.99,7.21,79.0,93.0,Medium,Laptop
1566,20,Male,6.45,3.85,2.56,7.37,100.0,95.0,Low,Laptop
1567,21,Female,5.59,4.44,1.83,8.35,100.0,92.0,Medium,Laptop
1568,21,Male,3.65,7.71,5.37,6.98,81.0,88.0,High,Mobile
1569,18,Male,5.03,6.49,3.89,6.23,92.0,92.0,Medium,Laptop
1570,20,Male,3.33,5.98,3.61,6.46,84.0,95.0,Medium,Tablet
1571,22,Male,4.06,7.76,3.19,7.19,85.0,80.0,High,Tablet
1572,19,Female,5.17,6.96,4.05,7.64,91.0,94.0,Medium,Laptop
1573,21,Male,0.5,8.89,4.85,6.86,61.0,82.0,High,Mobile
1574,18,Female,4.24,5.08,2.19,8.7,92.0,100.0,Medium,Mobile
1575,21,Female,4.73,5.14,2.48,8.48,97.0,100.0,Medium,Laptop
1576,20,Male,5.04,3.4,2.27,7.87,100.0,100.0,Low,Mobile
1577,18,Female,6.51,5.14,2.9,6.5,92.0,96.0,Medium,Mobile
1578,22,Male,2.57,7.93,4.16,5.57,75.0,85.0,High,Mobile
1579,19,Male,2.97,8.6,3.63,6.17,72.0,74.0,High,Laptop
1580,19,Male,1.62,7.92,4.86,7.22,77.0,84.0,High,Mobile
1581,21,Male,7.39,2.41,1.47,9.0,100.0,100.0,Low,Mobile
1582,22,Male,3.55,8.17,4.77,6.9,66.0,81.0,High,Mobile
1583,19,Female,5.08,2.32,1.28,8.67,100.0,100.0,Low,Laptop
1584,21,Male,3.9,,4.14,6.44,86.0,86.0,High,Tablet
1585,21,Male,5.49,5.26,3.04,7.65,95.0,94.0,Medium,Mobile
1586,22,Female,4.49,7.41,3.48,7.38,79.0,87.0,High,Mobile
1587,21,Female,8.48,3.34,2.28,5.95,100.0,99.0,Low,Laptop
1588,20,Female,4.34,8.34,4.81,6.2,85.0,82.0,High,Laptop
1589,19,Male,4.82,3.07,1.51,8.35,100.0,100.0,Low,Laptop
1590,21,Female,4.23,4.66,2.49,7.49,91.0,97.0,Medium,Laptop
1591,19,Female,4.63,4.0,2.57,6.44,100.0,97.0,Medium,Laptop
1592,18,Female,3.75,2.49,1.12,5.76,98.0,100.0,Low,Mobile
1593,21,Female,4.49,6.19,3.02,6.67,83.0,99.0,Medium,Mobile
1594,22,Male,4.36,9.61,5.8,6.22,73.0,82.0,High,Laptop
1595,18,Male,2.16,11.33,5.6,5.23,61.0,64.0,Very High,Laptop
1596,19,Male,3.47,6.19,3.95,7.08,82.0,92.0,Medium,Mobile
1597,21,Male,5.65,8.23,3.61,6.96,88.0,81.0,High,Tablet
1598,24,Female,2.65,6.46,4.06,7.44,87.0,99.0,Medium,Laptop
1599,21,Male,1.72,7.0,2.94,4.92,78.0,88.0,High,Laptop
1600,19,Female,3.32,5.32,2.15,6.08,91.0,97.0,Medium,Mobile
1601,20,Female,2.53,,4.28,6.68,86.0,90.0,Medium,Mobile
1602,23,Male,4.64,7.07,4.06,7.24,76.0,79.0,High,Laptop
1603,20,Male,4.42,4.84,2.45,7.62,83.0,94.0,Medium,Mobile
1604,19,Female,4.28,5.85,2.75,7.41,91.0,85.0,Medium,Mobile
1605,20,Female,5.92,5.88,3.44,6.72,94.0,92.0,Medium,Tablet
1606,19,Male,3.18,7.65,4.23,6.41,80.0,79.0,High,Laptop
1607,21,Male,6.07,3.87,2.7,6.84,97.0,89.0,Low,Mobile
1608,23,Female,6.34,5.9,4.1,7.63,89.0,93.0,Medium,Laptop
1609,21,Female,2.81,9.82,5.8,5.5,78.0,79.0,High,Mobile
1610,20,Male,4.69,8.33,4.44,7.21,78.0,90.0,High,Mobile
1611,20,Female,3.4,8.7,4.76,6.63,82.0,83.0,High,Laptop
1612,18,Male,5.59,6.05,3.66,6.95,84.0,90.0,Medium,Laptop
1613,22,Male,2.42,6.64,2.86,6.35,78.0,80.0,Medium,Mobile
1614,20,Male,1.93,8.0,3.99,5.52,78.0,87.0,High,Mobile
1615,20,Male,3.09,9.12,3.85,5.86,74.0,79.0,High,Mobile
1616,25,Male,4.6,2.1,0.89,7.52,100.0,100.0,Low,Tablet
1617,21,Male,4.67,3.37,1.55,5.63,98.0,98.0,Low,Laptop
1618,19,Male,3.45,8.62,4.7,6.32,71.0,81.0,High,Mobile
1619,20,Male,5.53,5.45,3.46,7.85,100.0,92.0,Medium,Mobile
1620,22,Male,4.41,4.66,2.54,7.72,85.0,94.0,Medium,Mobile
1621,21,Female,4.26,3.49,1.75,7.11,91.0,97.0,Low,Laptop
1622,18,Male,4.41,4.89,2.08,7.26,98.0,93.0,Medium,Laptop
1623,22,Male,4.42,3.2,1.81,7.12,100.0,99.0,Low,Mobile
1624,19,Female,2.13,10.18,4.9,6.28,,81.0,Very High,Tablet
1625,23,Female,2.58,5.96,3.48,8.24,78.0,100.0,Medium,Mobile
1626,22,Male,4.62,5.88,4.08,7.8,92.0,95.0,Medium,Mobile
1627,20,Female,3.46,7.18,3.11,7.18,78.0,88.0,High,Mobile
1628,22,Female,5.08,7.92,3.67,6.22,69.0,79.0,High,Mobile
1629,21,Female,2.2,7.89,4.28,7.22,75.0,86.0,High,Tablet
1630,22,Male,3.2,8.15,5.63,5.22,80.0,82.0,High,Laptop
1631,21,Female,7.05,4.74,2.99,7.05,100.0,93.0,Medium,Mobile
1632,19,Male,3.55,5.4,3.62,7.59,88.0,95.0,Medium,Mobile
1633,20,Female,3.75,7.54,3.77,7.28,84.0,84.0,High,Mobile
1634,22,Female,3.36,4.95,3.45,7.75,88.0,88.0,Medium,Mobile
1635,20,Male,2.88,5.99,2.58,7.24,91.0,83.0,Medium,Laptop
1636,20,Female,6.12,6.8,2.83,6.68,94.0,88.0,Medium,Laptop
1637,19,Male,4.23,7.57,4.97,7.12,79.0,85.0,High,Mobile
1638,21,Female,5.73,2.44,1.65,6.95,100.0,95.0,Low,Mobile
1639,24,Male,2.04,7.43,3.17,6.04,72.0,85.0,High,Mobile
1640,19,Male,5.07,5.53,2.4,7.14,100.0,90.0,Medium,Tablet
1641,21,Male,5.47,7.41,3.04,6.86,95.0,91.0,High,Mobile
1642,23,Female,5.41,7.55,3.26,5.23,89.0,84.0,High,Mobile
1643,20,Male,4.34,9.22,4.27,6.72,75.0,76.0,High,Mobile
1644,21,Male,2.33,8.71,6.02,7.08,66.0,86.0,High,Mobile
1645,19,Male,4.07,8.69,5.22,6.4,77.0,82.0,High,Mobile
1646,21,Female,4.43,8.89,5.63,8.32,79.0,91.0,High,Laptop
1647,20,Female,2.17,6.58,4.16,6.34,77.0,80.0,Medium,Tablet
1648,22,Male,3.14,6.06,3.4,6.7,90.0,85.0,Medium,Mobile
1649,22,Male,5.04,7.75,4.95,6.33,83.0,84.0,High,Mobile
1650,24,Male,5.11,7.46,4.32,6.65,91.0,84.0,High,Laptop
1651,21,Male,2.83,5.38,2.66,6.86,87.0,91.0,Medium,Laptop
1652,21,Male,5.21,6.81,3.87,5.71,89.0,80.0,Medium,Mobile
1653,21,Female,4.64,5.93,3.32,6.58,94.0,92.0,Medium,Laptop
1654,20,Male,5.95,4.29,2.78,7.26,100.0,94.0,Medium,Laptop
1655,21,Male,2.96,8.58,5.96,7.47,74.0,80.0,High,Mobile
1656,20,Male,5.24,6.11,3.2,8.74,85.0,89.0,Medium,Mobile
1657,21,Female,4.28,10.1,6.35,7.25,80.0,88.0,Very High,Laptop
1658,22,Female,5.05,2.75,1.18,7.03,100.0,100.0,Low,Laptop
1659,19,Female,4.85,4.89,3.1,6.67,99.0,98.0,Medium,Mobile
1660,22,Male,3.7,6.07,3.1,6.86,82.0,90.0,Medium,Mobile
1661,22,Male,5.8,8.27,3.41,7.97,81.0,94.0,High,Mobile
1662,20,Male,4.12,6.8,3.46,6.71,83.0,96.0,Medium,Laptop
1663,18,Male,3.21,6.62,3.86,5.81,87.0,78.0,Medium,Mobile
1664,20,Male,4.32,3.75,1.63,7.05,94.0,95.0,Low,Mobile
1665,22,Female,5.35,3.69,2.5,8.07,100.0,100.0,Low,Laptop
1666,20,Female,5.21,,2.81,7.42,98.0,88.0,Medium,Mobile
1667,19,Female,3.72,3.27,2.22,7.39,100.0,99.0,Low,Laptop
1668,20,Male,7.04,4.94,3.02,7.76,100.0,92.0,Medium,Mobile
1669,22,Female,4.57,7.0,3.49,4.98,82.0,86.0,High,Mobile
1670,21,Male,5.65,4.04,2.09,7.48,100.0,97.0,Medium,Mobile
1671,20,Male,3.42,9.21,5.73,7.05,67.0,81.0,High,Tablet
1672,20,Female,3.79,8.45,4.9,5.84,77.0,86.0,High,Laptop
1673,20,Male,5.26,2.86,1.72,6.96,100.0,95.0,Low,Mobile
1674,19,Male,6.28,4.14,2.14,5.88,100.0,96.0,Medium,Tablet
1675,23,Male,5.86,1.43,0.78,9.0,100.0,100.0,Low,Laptop
1676,20,Female,5.89,4.43,3.09,6.74,97.0,95.0,Medium,Mobile
1677,22,Female,3.52,7.53,3.5,6.89,75.0,80.0,High,Mobile
1678,23,Male,4.98,5.17,2.72,7.65,100.0,99.0,Medium,Mobile
1679,22,Female,3.26,6.92,3.37,8.03,84.0,95.0,Medium,Laptop
1680,20,Male,6.87,2.96,1.86,7.48,100.0,100.0,Low,Laptop
1681,21,Male,3.02,7.6,4.78,6.25,70.0,84.0,High,Mobile
1682,20,Female,4.44,4.89,2.39,7.36,91.0,89.0,Medium,Mobile
1683,19,Female,4.12,6.02,2.55,8.02,74.0,87.0,Medium,Mobile
1684,21,Female,4.13,5.81,2.34,6.9,91.0,100.0,Medium,Mobile
1685,19,Male,6.13,3.46,1.83,6.74,100.0,97.0,Low,Mobile
1686,22,Female,4.81,3.69,1.93,6.23,100.0,100.0,Low,Mobile
1687,20,Female,5.59,7.94,5.53,5.63,78.0,79.0,High,Mobile
1688,21,Female,3.28,6.8,3.68,7.53,84.0,85.0,Medium,Tablet
1689,21,Male,4.07,8.1,3.86,6.32,79.0,84.0,High,Mobile
1690,20,Female,3.37,6.65,4.44,6.38,83.0,87.0,Medium,Mobile
1691,21,Female,4.92,6.29,3.44,6.37,89.0,89.0,Medium,Mobile
1692,20,Male,5.52,2.55,1.48,7.76,100.0,100.0,Low,Mobile
1693,22,Male,4.48,5.46,2.34,6.92,92.0,91.0,Medium,Laptop
1694,18,Male,5.94,5.95,3.06,6.79,95.0,92.0,Medium,Mobile
1695,21,Female,2.54,9.91,6.77,7.3,68.0,76.0,High,Mobile
1696,23,Female,4.79,7.37,4.25,7.96,,89.0,High,Mobile
1697,19,Female,2.66,9.07,4.57,5.1,63.0,81.0,High,Mobile
1698,19,Female,4.28,7.2,4.23,7.02,88.0,94.0,High,Mobile
1699,21,Male,3.49,4.58,3.08,6.66,94.0,100.0,Medium,Laptop
1700,21,Male,3.64,6.23,3.0,6.76,90.0,85.0,Medium,Mobile
1701,21,Male,4.26,6.47,3.57,7.15,86.0,92.0,Medium,Laptop
1702,21,Male,7.24,4.12,2.83,7.21,100.0,96.0,Medium,Mobile
1703,21,Male,4.85,5.23,2.36,7.34,92.0,87.0,Medium,Mobile
1704,22,Male,6.61,5.59,3.44,7.62,92.0,96.0,Medium,Mobile
1705,21,Male,3.8,9.21,5.38,6.59,87.0,83.0,High,Tablet
1706,20,Male,5.28,1.84,1.11,7.31,100.0,100.0,Low,Mobile
1707,22,Male,5.62,8.41,4.25,6.01,86.0,82.0,High,Mobile
1708,23,Male,5.59,4.13,2.04,6.22,98.0,87.0,Medium,Mobile
1709,20,Male,4.55,3.26,1.97,6.86,100.0,93.0,Low,Laptop
1710,19,Female,4.36,8.36,3.88,8.1,74.0,84.0,High,Mobile
1711,22,Female,3.71,7.46,3.92,6.07,77.0,79.0,High,Tablet
1712,20,Female,1.36,8.51,3.88,5.54,67.0,81.0,High,Laptop
1713,18,Male,5.14,7.6,3.06,6.94,81.0,85.0,High,Laptop
1714,22,Female,4.58,10.12,6.99,6.09,77.0,78.0,Very High,Mobile
1715,20,Female,6.37,7.12,3.77,6.62,94.0,92.0,High,Laptop
1716,20,Female,5.1,5.69,3.93,8.19,89.0,89.0,Medium,Mobile
1717,21,Male,3.99,6.69,2.96,7.3,89.0,87.0,Medium,Mobile
1718,21,Female,4.75,8.49,4.89,6.08,73.0,82.0,High,Tablet
1719,22,Female,5.99,4.44,2.04,6.97,100.0,96.0,Medium,Mobile
1720,20,Female,6.86,4.7,2.99,6.86,99.0,100.0,Medium,Tablet
1721,21,Female,4.63,5.38,3.42,7.82,82.0,98.0,Medium,Mobile
1722,20,Male,5.56,1.79,0.78,7.6,100.0,100.0,Low,Tablet
1723,22,Female,3.56,6.28,4.23,5.51,85.0,89.0,Medium,Mobile
1724,21,Male,6.28,2.23,1.02,7.72,100.0,100.0,Low,Laptop
1725,19,Female,2.61,6.11,3.57,5.75,79.0,89.0,Medium,Mobile
1726,22,Male,4.91,7.73,5.38,8.4,85.0,91.0,High,Mobile
1727,20,Male,5.49,5.05,3.36,6.42,99.0,97.0,Medium,Laptop
1728,22,Male,4.2,9.35,6.42,6.2,76.0,86.0,High,Laptop
1729,21,Female,5.54,3.08,1.55,7.79,97.0,100.0,Low,Mobile
1730,23,Male,5.63,8.38,3.62,6.29,85.0,80.0,High,Mobile
1731,20,Female,5.14,7.35,3.36,6.5,86.0,93.0,High,Mobile
1732,20,Female,4.8,2.57,1.41,8.02,100.0,100.0,Low,Mobile
1733,20,Male,2.17,11.42,7.29,7.14,57.0,74.0,Very High,Mobile
1734,20,Male,3.48,5.87,2.61,7.64,86.0,97.0,Medium,Laptop
1735,22,Male,5.69,4.25,2.54,8.53,100.0,94.0,Medium,Mobile
1736,18,Female,4.14,3.19,1.59,6.72,100.0,100.0,Low,Mobile
1737,19,Female,5.93,5.56,2.79,7.34,100.0,93.0,Medium,Tablet
1738,19,Male,6.16,5.75,3.44,7.17,100.0,93.0,Medium,Mobile
1739,22,Male,3.38,6.21,3.35,7.24,81.0,98.0,Medium,Mobile
1740,23,Female,4.46,5.4,3.48,8.22,85.0,91.0,Medium,Laptop
1741,20,Female,4.14,7.27,3.25,6.57,80.0,90.0,High,Laptop
1742,20,Female,5.79,5.22,3.33,6.83,94.0,94.0,Medium,Laptop
1743,21,Female,7.59,2.13,0.89,8.2,100.0,100.0,Low,Laptop
1744,22,Male,2.57,5.7,2.61,5.64,81.0,83.0,Medium,Mobile
1745,19,Male,5.54,1.27,0.76,7.76,100.0,100.0,Low,Mobile
1746,21,Male,3.97,6.71,4.4,6.75,76.0,90.0,Medium,Laptop
1747,22,Male,3.41,4.04,1.92,6.66,95.0,91.0,Medium,Mobile
1748,21,Male,3.82,6.33,3.15,7.78,79.0,90.0,Medium,Mobile
1749,21,Male,4.22,8.63,4.84,5.62,74.0,78.0,High,Laptop
1750,22,Male,4.74,4.1,1.9,7.27,94.0,100.0,Medium,Laptop
1751,18,Female,2.01,8.12,5.22,6.81,84.0,86.0,High,Mobile
1752,22,Female,8.21,5.13,3.24,8.26,99.0,97.0,Medium,Tablet
